time,seconds_elapsed,z,y,x
1741199042042873300,18.282873291015626,-0.17947160100936888,-0.026467151165008543,-1.440407482138276
1741199042052844300,18.29284423828125,-0.32940029667019843,0.09667992055416107,-2.052741507858038
1741199042062814200,18.302814208984376,-0.42010059482548384,-0.23639935688972472,-2.7442770805865524
1741199042072785400,18.312785400390624,-0.7394400641977786,-0.933019685536623,-3.715231652241945
1741199042082756400,18.32275634765625,-1.0215431876420975,-1.7322288665205239,-4.973202838346362
1741199042092727300,18.332727294921874,-1.1725707844555378,-2.588306182152033,-6.43576194653809
1741199042102697500,18.342697509765625,-1.2187959445357321,-3.5828374442279336,-7.916516636633872
1741199042112668200,18.352668212890624,-0.9903075069010258,-4.424039262288809,-9.246613732272387
1741199042122639400,18.362639404296875,-0.6258090088427066,-4.699435581570864,-10.415102215850352
1741199042132610300,18.3726103515625,-0.23257194408867507,-4.243476358911395,-11.280882010328769
1741199042142580200,18.382580322265625,0.17800792166497556,-3.430730820006132,-11.851557745492457
1741199042152551400,18.392551513671876,0.589047258156538,-2.6029700827986,-12.046702716451883
1741199042162522400,18.4025224609375,0.7671838111698627,-1.9125456861823795,-11.839258235889673
1741199042172493600,18.41249365234375,0.5511947896242141,-1.3002701126515865,-11.38597086278796
1741199042182463500,18.42246337890625,0.25660160244107244,-1.001560722321272,-10.721420912140607
1741199042192434400,18.432434326171876,-0.19801617901418356,-0.9380874903202057,-10.231941112673281
1741199042202405400,18.4424052734375,-0.7987982620954514,-0.6628332098573446,-10.23418100055456
1741199042212376300,18.452376220703126,-1.5062883598029613,-0.2650999661952257,-10.496410379749536
1741199042222346200,18.46234619140625,-2.1552035189449787,-0.1308849724948406,-10.44791376760602
1741199042232317400,18.4723173828125,-2.377237665873766,-0.39183775588274,-9.893089097046852
1741199042242288400,18.482288330078124,-2.2152292408406735,-0.8486194008409976,-9.200687847399712
1741199042252258300,18.49225830078125,-1.5915899772524833,-1.4881640895694492,-8.51019155459106
1741199042262229500,18.5022294921875,-0.7089198382496833,-2.3276450751870867,-7.946227299764752
1741199042272200400,18.512200439453125,0.06835395324733108,-2.9917630641579627,-7.638526793727278
1741199042282171100,18.522171142578124,0.6664800419270992,-3.148764474684,-7.597398080003261
1741199042292141300,18.532141357421875,0.8250105617165565,-2.669586289000511,-7.724802809166908
1741199042302112300,18.5421123046875,0.6304711554348469,-1.8173796773225068,-7.815788901993632
